-90,0.41954,0.36009
-89.696,0.42162,0.33107
-89,0.4221,0.28018
-88.412,0.42053,0.24427
-88,0.41828,0.2216
-87,0.40854,0.17299
-86.148,0.39679,0.13756
-86,0.39456,0.13192
-85,0.3788,0.097177
-84,0.36276,0.067726
-83,0.34717,0.042666
-82.975,0.3468,0.042095
-82,0.33237,0.021247
-81,0.31845,0.0028396
-80,0.30543,-0.013068
-79,0.29327,-0.02686
-78.985,0.2931,-0.027049
-78,0.28192,-0.038808
-77,0.2713,-0.049117
-76,0.26136,-0.057954
-75,0.25204,-0.065459
-74.277,0.24565,-0.070124
-74,0.24328,-0.07175
-73,0.23504,-0.076951
-72,0.22727,-0.081184
-71,0.21996,-0.084547
-70,0.21309,-0.087068
-69,0.20661,-0.088692
-68.949,0.20629,-0.08875
-68,0.20052,-0.089391
-67,0.19479,-0.089221
-66,0.1894,-0.088261
-65,0.18433,-0.086619
-64,0.17954,-0.084404
-63.096,0.17546,-0.08202
-63,0.17503,-0.08175
-62,0.17077,-0.078867
-61,0.16673,-0.07614
-60,0.16284,-0.073859
-59,0.15876,-0.070868
-58,0.15482,-0.068346
-57,0.15106,-0.066025
-56.804,0.15034,-0.065562
-56,0.14747,-0.063567
-55,0.14405,-0.060815
-54,0.14079,-0.057702
-53,0.13769,-0.054184
-52,0.13474,-0.05023
-51,0.13192,-0.045836
-50.148,0.12962,-0.041763
-50,0.12923,-0.041026
-49,0.12664,-0.03589
-48,0.12415,-0.030552
-47,0.12174,-0.025067
-46,0.1194,-0.019435
-45,0.1171,-0.013656
-44,0.11486,-0.0077287
-43.197,0.11308,-0.002878
-43,0.11265,-0.0016797
-42,0.11049,0.0044655
-41,0.10837,0.010671
-40,0.10629,0.016894
-39,0.10424,0.023099
-38,0.10224,0.02928
-37,0.10027,0.035461
-36.008,0.098365,0.041627
-36,0.098351,0.041675
-35,0.096474,0.04794
-34,0.094643,0.05426
-33,0.092858,0.060642
-32,0.091122,0.067092
-31,0.089434,0.073613
-30,0.087796,0.080207
-29,0.086205,0.08686
-28.634,0.085634,0.089308
-28,0.08466,0.093551
-27,0.08316,0.10027
-26,0.081703,0.107
-25,0.080288,0.11376
-24,0.078916,0.12053
-23,0.077584,0.12731
-22,0.076292,0.13409
-21.122,0.075188,0.14004
-21,0.075037,0.14087
-20,0.073819,0.14763
-19,0.072638,0.15439
-18,0.071492,0.16112
-17,0.070382,0.16783
-16,0.069305,0.17452
-15,0.068262,0.18119
-14,0.067252,0.18782
-13.52,0.066779,0.19099
-13,0.066275,0.19442
-12,0.06533,0.20099
-11,0.064417,0.20751
-10,0.063536,0.214
-9,0.062688,0.22044
-8,0.06187,0.22684
-7,0.061084,0.23319
-6,0.060329,0.23949
-5.9013,0.060256,0.24011
-5,0.059606,0.24574
-4,0.058914,0.25193
-3,0.058254,0.25807
-2,0.057626,0.26414
-1,0.05703,0.27016
-0.00081028,0.056467,0.27611
0.00081028,0.056466,0.27611
1,0.055935,0.282
2,0.055436,0.28782
3,0.054969,0.29356
4,0.054536,0.29924
5,0.054136,0.30483
5.9013,0.053806,0.30982
6,0.053771,0.31036
7,0.053442,0.31581
8,0.053148,0.32117
9,0.05289,0.32646
10,0.052668,0.33166
11,0.052483,0.33678
12,0.052335,0.34181
13,0.052226,0.34675
13.52,0.052185,0.34929
14,0.052157,0.3516
15,0.052128,0.35635
16,0.052141,0.361
17,0.052196,0.36556
18,0.052295,0.37003
19,0.052437,0.3744
20,0.052626,0.37867
21,0.052861,0.38284
21.122,0.052893,0.38334
22,0.053145,0.38689
23,0.053478,0.39083
24,0.053861,0.39467
25,0.054297,0.3984
26,0.054789,0.40203
27,0.055337,0.40554
28,0.055944,0.40893
28.634,0.056359,0.41102
29,0.056611,0.4122
30,0.057339,0.41536
31,0.058132,0.41841
32,0.058993,0.42134
33,0.059924,0.42415
34,0.060929,0.42684
35,0.062011,0.4294
36,0.063172,0.43185
36.008,0.063181,0.43186
37,0.064416,0.43416
38,0.065745,0.43636
39,0.067164,0.43843
40,0.068678,0.44038
41,0.070293,0.44222
42,0.072013,0.44392
43,0.073843,0.4455
43.197,0.074217,0.44579
44,0.075789,0.44694
45,0.077855,0.44825
46,0.080049,0.44944
47,0.082378,0.4505
48,0.08485,0.45144
49,0.087471,0.45225
50,0.090251,0.45293
50.148,0.090677,0.45301
51,0.093198,0.45346
52,0.096325,0.45387
53,0.099642,0.45415
54,0.10316,0.4543
55,0.10689,0.45431
56,0.11085,0.4542
56.804,0.1142,0.45402
57,0.11504,0.45396
58,0.11949,0.45358
59,0.12421,0.45305
60,0.12922,0.45238
61,0.13454,0.45156
62,0.14019,0.45062
63,0.14618,0.44954
63.096,0.14677,0.44943
64,0.15254,0.44833
65,0.15929,0.44697
66,0.16645,0.44545
67,0.17405,0.44378
68,0.1821,0.44196
68.949,0.1902,0.44008
69,0.19064,0.43997
70,0.19969,0.4378
71,0.20925,0.43544
72,0.21934,0.43291
73,0.22998,0.4302
74,0.24116,0.42731
74.277,0.24435,0.42648
75,0.25288,0.42421
76,0.2651,0.42087
77,0.27778,0.41726
78,0.29084,0.41334
78.985,0.30398,0.40916
79,0.30418,0.4091
80,0.31766,0.40449
81,0.3311,0.3995
82,0.34426,0.39408
82.975,0.3566,0.3883
83,0.3569,0.38814
84,0.36875,0.38161
85,0.3796,0.37439
86,0.38939,0.36646
86.148,0.39075,0.36523
87,0.39833,0.35794
88,0.40705,0.34978
88.412,0.41066,0.34724
89,0.41554,0.34586
89.696,0.4196,0.35122
90,0.41954,0.36009
